	iso	lang_name	bible_name	bible_id	population	country	video_date	audio_date	text_date	
	aka	Akan, Akuapem	2012 Bible Society of Ghana	AKABSG	8300000	Ghana	2019-03-16	2021-07-20	2018-04-04	
	mcp	Makaa	2014 Bible League International	MCPWBT	80000	Cameroon	2019-03-16	2022-03-01	2018-04-13	
	chv	Chuvash	2009 Institute for Bible Translation, Moscow	CHVIBT	1043000	Russia	2019-03-16	2021-05-24	2018-03-22	
	alz	Alur	1970 Bible Society of Uganda	ALZBSU	750000	Uganda	2019-03-16	2021-05-23	2018-03-22	
	awb	Awa (Papua New Guinea)	2002 Wycliffe Bible Translators, Inc.	AWBTBL	2050	Papua New Guinea	2019-03-16	2021-04-23	2018-04-13	
	dyu	Jula	2013 Wycliffe Bible Translators, Inc.	DYUWYI	1000000	Ivory Coast	2019-03-16	2022-03-02	2018-04-04	
	kxm	Khmer, Northern	2003 Thailand Bible Society	KXMTBS	1400000	Thailand	2019-03-16	2022-03-01	2022-04-06	
	che	Chechen	2012 Institute for Bible Translation, Moscow	CHEIBT	1350000	Russia	2019-03-16	2021-05-31	2018-03-22	
	crh	Crimean Tatar	Institute for Bible Translation, Moscow	CRHIBT	260000	Russia	2019-03-16	2022-03-02	2018-03-22	
	fuf	Pular	2011 Edition	FUFPBT	2550000	Guinea	2019-03-16	2022-03-02	2018-04-13	
	alt	Altai, Southern	Institute for Bible Translation, Moscow	ALTIBT	57400	Russia	2019-03-16	2021-04-22	2022-04-04	
	maa	Mazateco, San Antonio	Wycliffe 2011	MAASAV	NULL	Mexico	2019-03-16	2022-03-01	2018-04-04	
	mgo	Meta	2013 CABTAL	MGOMGO	87000	Cameroon	2019-03-16	2022-03-01	2018-04-04	
	bak	Bashkir	Institute for Bible Translation	BAKIBT	1150000	Russia	2019-03-16	2022-02-10	2018-03-22	
	maa	Mazatec, San Jerónimo	2012 Wycliffe Bible Translators, Inc.	MAASJV	18900	Mexico	2019-03-14	2022-03-01	2018-04-13	
	dyi	Senoufo, Djimini	2015 Wycliffe Bible Translators, Inc.	DYIIBS	95500	Ivory Coast	2019-03-12	2022-03-02	2018-04-04	
	nnc	Nangjere	1986 Bible Society of Chad	NNCFUL	81000	Chad	2019-03-12	2022-03-01	NULL
	akp	Siwu	2008 Wycliffe Bible Translators Inc.	AKPWBT	27000	Ghana	2019-03-07	2021-06-29	2018-04-04	
	cbt	Shawi	2011, Wycliffe Bible Translators, Inc.	CBTTBL	7870	Peru	2019-03-07	2021-05-24	2022-04-06	
	nus	Nuer	Bible Society of South Sudan	NUSBSS	740000	South Sudan	2019-03-06	2022-03-01	2018-03-22	
	pbb	Páez	1984 Wycliffe Bible Translators Inc.	PBBDYU	40000	Colombia	2019-03-06	2022-03-02	2018-04-04	
	qvw	Quechua Huaylla Wanca	2006 Bible League International	QVWTBL	250000	Peru	2019-03-05	2022-03-02	2018-04-13	
	pkb	Pokomo	2004 Bible Translation and Literacy	PKBBTL	95000	Kenya	2019-03-05	2022-03-02	2018-04-04	
	qub	Quechua, Huallaga Huánuco	2010 Wycliffe Bible Translators Inc.	QUBPBS	40000	Peru	2019-03-05	2022-03-02	2018-04-13	
	lob	Lobiri	1984 Bible Society of Burkina Faso	LOBBSB	286000	Burkina Faso	2019-03-05	2022-03-01	2018-03-22	
	kia	Kim	 Alliance Biblique du Tchad, 2013	KIAKFB	15400	Chad	2019-03-05	2022-03-01	2018-03-22	
	new	Newari	Newa Christian Literature Center	NEWNCL	825000	Nepal	2019-03-05	2022-03-01	2022-04-08	
	rav	Sampang	2008 Translation Movement of Nepal	RAVFUL	6000	Nepal	2019-03-04	2022-03-02	2018-04-04	
	taj	Tamang, Eastern	2011 Wycliffe Bible Translators, Inc.	TAJWBT	1180000	Nepal	2019-03-04	2022-03-02	2022-04-05	
	zca	Zapotec, Coatecas Altas	2013 Wycliffe Bible Translators, Inc.	ZCAWBT	4880	Mexico	2019-03-01	2022-03-03	2018-03-22	
	zas	Zapoteco de Albarradas	2010 Bible League International	ZASWYI	5500	Mexico	2019-03-01	2022-03-03	2018-04-13	
	thk	Tharaka	2002 Bible Translation and Literacy	THKBTL	175905	Kenya	2019-03-01	2022-03-02	2018-04-04	
	tue	Tuyuca	2004 Wycliffe Bible Translators Inc.	TUEWBT	350	Colombia	2019-02-28	2022-03-02	2018-04-13	
	met	Mato	Wycliffe Bible Translators, Inc	ME1PNG	580	Papua New Guinea	2019-02-28	2022-03-01	2022-04-12	
	kle	Kulung	2016 Edition	KLENLI	18700	Nepal	2019-02-28	2022-03-01	2018-11-28	
	spa	Spanish	Biblia de América	SPABDA	29900000	Spain	2019-02-27	2022-02-07	2018-03-22	
	lis	Lisu	North Thailand Christian Mission	LISTCM	600000	China	2019-02-27	2022-03-01	2018-03-22	
	srn	Sranan Tongo	Wortu fu Gado	SRNBSS	120000	Suriname	2019-02-27	2022-03-02	2018-04-13	
	tgo	Sudest	 2014 Wycliffe Bible Translators, Inc.	TGOTBL	2000	Papua New Guinea	2019-02-27	2022-03-02	2018-03-22	
	jam	Jamaican Creole	Bible Society of the West Indies	JAMBSW	2670000	Jamaica	2019-02-26	2022-03-01	2018-04-04	
	lif	Limbu	ILLA and WBT	LIFWBT	334000	Nepal	2019-02-13	2022-03-01	2022-04-06	
	iba	Iban	Today's Iban Version	IBATIV	658000	Malaysia	2019-02-12	2021-06-01	2022-04-05	
	dwr	Dawro	2009 Bible League Intl.	DWRTBL	543000	Ethiopia	2019-01-26	2022-03-02	2018-04-13	
	tte	Bwanabwana	2003 Wycliffe Bible Translators, Inc.	TTEWBT	2400	Papua New Guinea	2019-01-26	2022-02-10	2018-04-04	
	mcq	Ese	1999 Wycliffe Bible Translators	MCQSPP	10000	Papua New Guinea	2019-01-26	2022-03-01	2018-04-04	
	any	Agni Sanvi	1997 Wycliffe Bible Translators, Inc	ANYWBT	610000	Ivory Coast	2019-01-26	2021-04-22	2019-05-23	
	cnt	Chinanteco de Tepetotutla	1994 Bible League International	CNTTBL	1850	Mexico	2019-01-26	2021-05-24	2018-04-13	
	biv	Birifor, Southern	2006 Wycliffe Bible Translators Inc.	BIVWBT	125000	Ghana	2019-01-26	2021-04-23	2018-04-04	
	cak	Cakchiquel Santa María de Jesús	Cakchiquel Santa Maria de Jesus - 2006 WBT	CKIWBT	NULL	Guatemala	2019-01-25	2021-05-24	2018-04-04	
	bwq	Bobo Madare, Southern	1981 Bible Society of Burkina Faso	BWQBFN	312000	Burkina Faso	2019-01-25	2021-05-30	2021-06-22	
	bfa	Bari	1979 Bible Society of South Sudan	BFABSS	420000	South Sudan	2019-01-24	2021-06-29	2022-04-04	
	shu	Arabe Choa, Chadian Arabic 	Bible Society of Chad 2012	SHUATA	896100	Chad	2019-01-24	2021-06-24	NULL
	rol	Romblomanon	2018 Wycliffe Bible Translators, Inc.	ROLTBL	94000	Philippines	2019-01-04	2022-03-02	2022-04-06	
	por	Portuguese	Nova Traducao na Linguagem de Hoje	PORTLH	10600000	Portugal	2018-12-20	2022-01-13	2022-06-22	
	afr	Afrikaans	Die Bybel in Afrikaans 1983-vertaling	AFRLPF	4740000	South Africa	2018-12-19	NULL,NULL
	cmn	Chinese, Mandarin	Revised Chinese Union Bible Shen Edition	CMNRCUV	840000000	China	2018-12-19	2021-05-24	NULL
	bul	Bulgarian	Protestant Revised Bible / Библия, ревизирано издание	BULBBS	5660000	Bulgaria	2018-12-19	2021-05-30	2018-04-04	
	eng	English	Holy Bible, New International Version ®	ENGNIV	58200000	United States	2018-12-19	2022-03-02	2018-03-26	
	gur	Farefare (Ninkare)	2003 Wycliffe Bible Translators Inc.	GURF03	820000	Burkina Faso	2018-12-03	2022-03-02	2018-04-04	
	bov	Tuwuli	2008 Wycliffe Bible Translators Inc.	BOVWBT	11400	Ghana	2018-10-01	2021-06-29	2018-04-04	
	zad	Zapotec de Yaganiza	2011 Bible League International	ZADWBT	5000	Mexico	2018-09-25	2022-03-03	2022-04-05	
	wmw	Mwani	2013 Wycliffe Bible Translators, Inc.	WMWWYI	100000	Mozambique	2018-09-25	2021-07-02	2018-03-22	
	gng	Gangam	2011 Wycliffe Bible Translators, Inc.	GNGWYI	46000	Togo	2018-09-25	2021-06-29	2022-04-05	
	zpi	Zapoteco de Santa María Quiegolani	2010 Bible League International	ZPIWYI	2000	Mexico	2018-09-25	2022-03-03	2018-04-13	
	maj	Mazateco, Jalapa de Diaz	2013 Wycliffe Bible Translators	MAJTBL	17500	Mexico	2018-09-25	2022-03-01	2018-05-16	
	snf	Noon	Bible Society of Senegal	SNFWBT	32900	Senegal	2018-09-25	2021-06-24	2022-04-07	
	gmv	Gamo	2009 Bible League Intl.	GMVTBL	1110000	Ethiopia	2018-09-25	2022-03-02	2022-04-12	
	eus	Euskara	Elizen Arteko Biblia (EAB) Biblia en Euskara, Traducción Interconfesional	EUSBSS	580000	Spain	2018-09-25	2021-06-29	2018-03-22	
	ffm	Fulfulde, Maasina	The Bible League, 2005	FFMWBT	1000000	Mali	2018-09-25	2022-02-08	2022-04-05	
	wwa	Waama	1994 Wycliffe Bible Translators, Inc.	WWAWYI	50000	Benin	2018-09-25	2021-07-02	2022-04-05	
	enb	Marakwet	2008 Bible Translation and Literacy	ENBBTL	180000	Kenya	2018-09-25	2022-03-02	2018-04-04	
	kyf	Kouya	2002 Wycliffe Bible Translators Inc.	KYFWBT	10100	Ivory Coast	2018-09-25	2022-03-01	2018-04-13	
	icr	San Andrés Islander Creole	2015 Wycliffe Bible Translators, Inc.	ICRWYI	12000	Colombia	2018-09-25	2022-03-02	2018-04-04	
	box	Buamu	2012 Wycliffe Bible Translators, Inc.	BOXWYI	186000	Burkina Faso	2018-09-25	2021-05-04	2018-04-13	
	iri	Irigwe	Wycliffe Bible Translators, Inc. and The Nigeria Bible Translation Trust 2012	IRIWYI	40000	Nigeria	2018-09-25	2021-06-29	2018-04-04	
	qxh	Quechua, Panao Huánuco	2009 Wycliffe Bible Translators Inc.	QXHWBT	50000	Peru	2018-09-25	2022-03-02	2022-04-06	
	nmz	Nawdm	Wycliffe Suisse, Bienne, Suisse, 2013	NMZWSB	146000	Togo	2018-09-25	2022-03-01	2018-04-04	
	gof	Goffa	2009 Bible League Intl.	GOFTBL	363000	Ethiopia	2018-09-25	2022-03-02	2019-05-02	
	pcm	Nigerian Pidgin	2012 The Seed Co.	PCMTSC	30000000	Nigeria	2018-09-25	2021-06-01	2018-04-04	
	nsu	Nahuatl, Sierra Negra	2011 Wycliffe Bible Translators, Inc.	NSUWBT	25000	Mexico	2018-09-25	2022-03-01	2022-04-07	
	dik	Dinka, Rek	2006 Bible League Intl.	DIKTBL	450000	South Sudan	2018-09-25	2022-03-02	2018-03-22	
	spp	Senoufo, Supyire	2008 Bible League Intl.	SPPTBL	350000	Mali	2018-09-25	2022-03-02	2018-04-13	
	fal	Fali, South	1975 Bible League Intl.	FALTBL	20000	Cameroon	2018-09-25	2018-12-12	2018-04-04	
	xsr	Sherpa	2015 Wycliffe Bible Translators, Inc	XSRXSR	122000	Nepal	2018-09-25	2022-01-27	2018-04-04	
	nko	Nkonya	Wycliffe Bible Translators, Inc. 2009	NKOWBT	28000	Ghana	2018-09-25	2022-03-01	2022-04-07	
	daa	Dangaléat	2012 Wycliffe Bible Translators, Inc.	DAAWYI	60000	Chad	2018-09-25	2022-03-02	2018-04-13	
	gna	Kaansa	Wycliffe Bible Translators, Inc	GNAWBT	6000	Burkina Faso	2018-09-25	2022-03-02	2022-04-06	
	ong	Olo	1997 Wycliffe Bible Translators, Inc.	ONGWBT	13700	Papua New Guinea	NULL,NULL	2018-04-04	
	jaa	Jarawara	Wycliffe Bible Translators, Inc.	JAAJAR	800	Brazil	NULL	2022-05-13	NULL
	wiu	Wiru	1992 Wycliffe Bible Translators, Inc.	WIUWBT	15300	Papua New Guinea	NULL,NULL	2019-10-17	
	tb1	Tau't Bato	Wycliffe Philippines	TB1WPT	NULL	Philippines	NULL	2021-12-03	NULL
	mar	Marathi	Indian Revised Version	MARDPI	71700000	India	NULL	2022-03-30	2022-05-03	
	lmk	Lamkang	2001 Edition	LMKBIV	10000	India	NULL,NULL	2018-04-04	
	auy	Awiyaana	1984 Wycliffe Bible Translators, Inc.	AUYWBT	11100	Papua New Guinea	NULL,NULL	2020-01-15	
	vie	Vietnamese	Vietnamese Contemporary Bible ™	VIEBIB	65800000	Vietnam	NULL	2021-06-02	2020-10-22	
	amh	Amharic	1988 Common Version	AMHACLB	21600000	Ethiopia	NULL	2021-04-22	NULL
	sgz	Sursurunga	2009 Edition	SGZWBT	3000	Papua New Guinea	NULL,NULL	2018-04-13	
	ton	Tongan	Revised West Translation	TONBAX	96300	Tonga	NULL,NULL	2018-03-22	
	wim	Wik-Mungkan	Wik Inangan Kan-Kanam God.antama	WIMWYI	1060	Australia	NULL,NULL	2020-06-22	
	pad	Paumarí	Bible League International	PADWBT	290	Brazil	NULL	2022-03-02	2018-04-04	
	mag	Magahi	2014 Asian Sahyogi Sanstha India Gorakhpur, (U.P.)	MAGSSI	14000000	India	NULL	2022-03-01	2018-04-04	
	kus	Kusaal	1996 Bible League Intl.	KUSTBL	420000	Ghana	NULL	2022-03-01	2018-04-04	
	byr	Yipma (Wagamwa)	2011 Wycliffe Bible Translators, Inc.	BYRYWV	NULL	Papua New Guinea	NULL,NULL	2020-01-15	
	fub	Fulfulde, Adamawa	1963 Bible Society of Nigeria	FUBBSN	669000	Cameroon	NULL	2022-03-02	NULL
	sun	Sundanese	Today's Version, 1997	SUNIBS	34000000	Indonesia	NULL	2022-03-02	2018-04-04	
	zaj	Zaramo	 United Bible Societies, 1975	ZAJUBS	199	Tanzania	NULL	2022-03-03	NULL
	kpg	Kapingamarangi	1996 The Kapingamarangi Bible translation committee	KPGKPT	3000	Micronesia	NULL,NULL	2018-03-22	
	hne	Chhattisgarhi	New Chhattisgarhi Translation (नवां छ�ीसगढ़ी अनुवाद)	HNEBIB	13300000	India	NULL	2021-05-20	2021-03-23	
	ena	Apal	2014 Edition	ENAPBT	980	Papua New Guinea	NULL	2022-03-02	2022-04-04	
	nak	Nakanai	1998 Wycliffe Bible Translators, Inc.	NAKTBL	13000	Papua New Guinea	NULL,NULL	2018-04-13	
	kan	Kannada	Easy-to-Read Version	KANWTC	37700000	India	NULL	2021-06-01	2022-04-06	
	dje	Zarma	1977 Bible Society of Cote d'Ivoire	DJEBSC	2350000	Niger	NULL	2022-03-02	NULL
	cbi	Chachi	2008 La Liga Biblica	CBITBL	9500	Ecuador	NULL	2022-03-02	2022-04-05	
	ind	Indonesian	Plain Indonesian Translation	INDWBT	22800000	Indonesia	NULL	2021-06-29	2018-03-22	
	cfm	Chin, Falam	2018 Bibles International	FLMBIV	69000	Myanmar (Burma)	NULL,NULL	2019-04-25	
	spa	Spanish	Reina Valera, Revisada y Corregida (1865)	SPARVC	29900000	Spain	NULL,NULL	2018-04-04	
	kbc	Kadiwéu	1999 Wycliffe Bible Translators, Inc.	KBCWYI	1590	Brazil	NULL	2022-06-14	NULL
	bum	Bulu	1992 Bible Society of Cameroon	BUMBSC	858000	Cameroon	NULL	2021-05-30	NULL
	hrv	Croatian	Vuk Karadzic version	HRVCBV	3980000	Croatia	NULL	2022-02-08	NULL
	ton	Tongan	Bible Society in the South Pacific Version	TONBSP	96300	Tonga	NULL,NULL	2018-04-04	
	bhw	Biak	1990 Edition	BHWLAI	30000	Indonesia	NULL,NULL	2022-05-19	
	kfi	Kannada Kurumba	2018 New Life Literature	KFINLC	180000	India	NULL	2021-05-04	NULL
	kdq	Koch	Bible Students Fellowship of Bangladesh	KDQBSF	30000	Bangladesh	NULL	2021-09-16	NULL
	aka	Akan, Akuapem	1964 Bible Society of Ghana	AK1UBS	8300000	Ghana	NULL	2022-04-19	NULL
	guu	Yanomamö	2008 Margaret Jank	GUUMJR	15700	Venezuela	NULL	2022-02-08	2018-04-04	
	pck	Chin, Paite	2004 Bibles International	PCKBIV	64100	India	NULL,NULL	2018-04-04	
	ban	Balinese	Today's Balinese Version, 1990	BANIBS	3330000	Indonesia	NULL	2021-04-23	2018-04-04	
	mmx	Madak	2011 Edition	MMXTBL	3000	Papua New Guinea	NULL,NULL	2018-05-16	
	eng	English	Tree of Life Version	ENGTLV	58200000	United States	NULL,NULL	2020-09-04	
	ahl	Igo	1999 Comite de Traduction	AHLABT	6000	Togo	NULL	2021-04-22	NULL
	mbc	Macushi	MVA Version	MBCWBT	16500	Brazil	NULL	2022-03-01	2018-03-22	
	tix	Tiwa, Southern	Wycliffe Bible Translators Inc.	TIXWBT	1600	United States	NULL	2022-02-09	NULL
	spa	Spanish	The Word of God for All - 2000 World Bible Translation Center	SPAERV	29900000	Spain	NULL	2022-02-07	2019-01-11	
	okr	Okrika	2001 Bible Society of Nigeria	OKRKNT	248000	Nigeria	NULL	2022-03-01	NULL
	zos	Zoque de Francisco León	1984 The Bible League	ZOSTBL	20000	Mexico	NULL	2018-02-13	2018-04-13	
	gax	Borana	1994 Bible Society of Kenya	GAXBSK	NULL	Ethiopia	NULL	2018-04-13	NULL
	sun	Sundanese	Today's Version 1991 (Nganggo Basa Sunda Sadidinten) - Davar Audio	SUNLAI	34000000	Indonesia	NULL	2022-02-09	2020-01-03	
	prf	Paranan	2012 Philippine Bible Society	PRFWBT	15000	Philippines	NULL	2022-03-02	2022-04-07	
	eus	Euskara	1571 Navarro-Labourdin	EUSNLT	580000	Spain	NULL,NULL	2018-04-04	
	kms	Kamasau	1998 Bible Society of Papua New Guinea	KMSPNG	960	Papua New Guinea	NULL,NULL	2018-04-13	
	spa	Spanish	La Santa Biblia, Nueva Versión Internacional®	SPNNVI	29900000	Spain	NULL	2021-12-09	2018-12-06	
	new	Newari	1986 Nepal Bible Society	NEWNBS	825000	Nepal	NULL	2022-03-01	NULL
	xon	Konkomba, Likoonli	1984 Wycliffe Bible Translators, Inc.	XONNVR	NULL	Ghana	NULL	2022-02-10	2022-04-06	
	dur	Dii	2001 Bible Society of Cameroon	DURABC	47000	Cameroon	NULL	2022-03-02	NULL
	kek	Kekchí	2008 Wycliffe Bible Translators Inc.	KEKIBS	800000	Guatemala	NULL	2022-03-01	2018-04-13	
	mch	Dhe’cwana	2018 Asociación Civil, Capacitación Lingüística, Antropológica y Alfabetización Nativa (CLAN)	MCHLAN	5520	Brazil	NULL	2021-11-01	NULL
	mcn	Massana	2003 Bible Society of Cameroon	MCNABC	130000	Cameroon	NULL	2022-03-01	NULL
	inn	Isinai	Wycliffe Bible Translators Philippines, Inc.	INNWYI	5520	Philippines	NULL	2022-05-27	NULL
	ory	Odia	1997 Bible League International	ORYWTC	32100000	India	NULL	2021-10-27	2018-03-22	
	ram	Canela	1990 Liga Biblica do Brasil	RAMWBT	2500	Brazil	NULL	2018-02-13	NULL
	luo	Luo	1978 Bible Society of Kenya	LUOLUO	4044000	Kenya	NULL	2022-03-01	NULL
	ksw	Karen, S'Gaw	Mason Version	KSWSGW	1280000	Myanmar (Burma)	NULL	2022-03-01	NULL
	yut	Yopno	2010 Wycliffe Bible Translators, Inc.	YUTWBT	9000	Papua New Guinea	NULL,NULL	2018-04-13	
	knp	Kwanja	2006 Bible Society of Cameroon	KNPABC	20000	Cameroon	NULL	2022-03-01	NULL
	nho	Takuu	2009 Edition	NHOTCT	1750	Papua New Guinea	NULL,NULL	2018-03-22	
	xta	Mixteco, Xochapa	2001-2006 The Bible League	XTATNB	10000	Mexico	NULL	2021-07-02	2018-08-09	
	ego	Eggon	1974 Bible Society of Nigeria	EGOBSN	140000	Nigeria	NULL	2022-03-02	NULL
	kff	Koya	2006 Indian Evangelical Mission	KFFIEM	362000	India	NULL	2022-03-01	2022-04-06	
	crq	Manjúi	2015 Misión Nuevas Tribus de Paraguay	CRQCMV	1500	Paraguay	NULL	2022-03-02	2022-04-07	
	mzi	Mazatec Ixcatlán	Sociedad Bíblica de México	MZIMZI	8590	Mexico	NULL	2022-03-01	2018-04-13	
	cje	Chru	Chru Languages Version	CJECWK	19300	Vietnam	NULL	2021-05-24	NULL
	jpn	Japanese	1955 Colloquial Japanese	JPNCJV	121000000	Japan	NULL,NULL	2018-04-04	
	way	Wayana	1979 World Team	WAYWTV	500	Suriname	NULL	2022-03-03	2022-04-05	
	cak	Cakchiquel Central	Cakchiquel Central - 2003 BSG	CAKSBG	451000	Guatemala	NULL	2021-05-24	2018-04-13	
	spa	Spanish	La Biblia de las Americas	SPNBLA	29900000	Spain	NULL,NULL	2018-04-13	
	ukr	Ukrainian	Ukrainian Ohienko Bible 2015	UKRN39	32000000	Ukraine	NULL	2022-03-02	2022-03-01	
	ctd	Zomi	Zokam Standard Version	CTDBIV	NULL	Myanmar (Burma)	NULL,NULL	2018-03-22	
	por	Portuguese	Almeida Revista e Corrigida	PORPAR	10600000	Portugal	NULL	2022-03-02	2018-04-13	
	hin	Hindi	Easy-to-Read Version	HINWTC	258000000	India	NULL	2021-06-01	2022-04-05	
	hin	Hindi	Sab Ki	HNDSKV	258000000	India	NULL	2022-03-02	2018-04-04	
	dnt	Dani, Central Grand Valley	1990 The British and Foreign Bible Society	DNTLAI	50000	Indonesia	NULL	2022-04-13	2022-04-05	
	guj	Gujarati	1997 Bible League International	GUJWTC	45700000	India	NULL,NULL	2018-04-04	
	mux	Bo-Ung	2004 Wycliffe Bible Translators, Inc.	MUXWBT	40900	Papua New Guinea	NULL,NULL	2018-04-04	
	bpe	Warapu (Bouni Barupu)	WBT Version	BPEWBV	NULL	Papua New Guinea	NULL	2022-02-15	NULL
	ctp	Chatino Zona Alta (Occidental)	1992 The Bible League	CTPTBL	16000	Mexico	NULL,NULL	2018-04-04	
	tam	Tamil	Indian Tamil Contemporary Version TM	TAMBIB	60700000	India	NULL	2021-11-30	2022-03-17	
	meu	Motu	1959-1973 Bible Society of Papua New Guinea	MEUPNG	39000	Papua New Guinea	NULL,NULL	2018-04-13	
	trc	Triqui, Copala	1987 Wycliffe Bible Translators, Inc.	TRCWBT	25000	Mexico	NULL	2022-02-10	2019-01-11	
	agg	Angor	2001 Wycliffe Bible Translators Inc.	AGGPNG	1270	Papua New Guinea	NULL	2021-04-22	2020-01-15	
	tgw	Tagbana	1987 Bible Society of Cote d'Ivoire	TGWTGW	138000	Ivory Coast	NULL	2022-03-02	NULL
	kyc	Kyaka	Bible Society of Papua New Guinea	KYCPNG	15400	Papua New Guinea	NULL	2022-03-01	2018-04-13	
	gah	Alekano	2013 Edition	GAHPNG	25000	Papua New Guinea	NULL,NULL	2018-04-13	
	swp	Suau	1998 The Bible Society of Papua New Guinea	SWPPNG	6800	Papua New Guinea	NULL,NULL	2018-05-16	
	nld	Dutch	1750 Dutch Staten Vertaling Bible	NLDDSV	16400000	Netherlands	NULL,NULL	2018-04-04	
	pol	Polish	1632 Polish Biblia Gdanska	POLPBG	36600000	Poland	NULL,NULL	2018-04-04	
	enq	Enga	1988 Edition	ENQPNG	230000	Papua New Guinea	NULL,NULL	2018-04-13	
	pob	Poqomchi', Western	Asociación Educativa y Cultural Maya	POBAEM	NULL	Guatemala	NULL	2022-03-02	2022-04-07	
	tom	Tombulu	LAI Version	TOMLAI	60000	Indonesia	NULL	2022-03-02	2022-04-06	
	ded	Dedua	Dedua Revised	DEDWYI	6500	Papua New Guinea	NULL,NULL	2022-05-19	
	cdf	Chiru	2009 Bibles International	CDFBIV	7000	India	NULL,NULL	2018-04-04	
	its	Itsekiri	2005 Bible Society of Nigeria	ITSNEW	510000	Nigeria	NULL	2021-05-25	NULL
	bxr	Buryat	2010 Institute for Bible Translation	BXRIBT	219000	Russia	NULL,NULL	2018-03-22	
	ibo	Igbo	Union Version	IBOILB	18000000	Nigeria	NULL	2022-03-02	NULL
	yor	Yoruba	Contemporary Bible (Davar Audio)	YORDPI	18900000	Nigeria	NULL	2022-05-11	2022-05-03	
	gya	Gbaya Northwest	1995 Bible Society of Cameroon	GYAGB11	200000	Cameroon	NULL	2021-10-29	NULL
	smt	Simte	2010 Bibles International	SMTBIV	10200	India	NULL,NULL	2018-04-04	
	tam	Tamil	Indian Revised Version (Davar Audio)	TAMDPI	60700000	India	NULL	2022-04-25	2022-05-02	
	tur	Turkish	Halk Dilinde 2012	TURBLI	46300000	Russia	NULL	2022-03-02	2018-03-22	
	ald	Alladian	2003 Bible Society of Cote d'Ivoire	ALDABC	23000	Ivory Coast	NULL	2021-04-22	NULL
	vun	Kivunjo	1999 Bible Society of Tanzania	VUNBST	300000	Tanzania	NULL	2022-03-03	2018-04-04	
	bcc	Balochi, Southern	WBT Edition (Partial NT)	BCCWBTR	2770000	Pakistan	NULL	2021-11-17	2019-10-10	
	arb	Arabic Standard	Easy to Read Version	ARBWTC	NULL	Iran	NULL	2021-04-22	2018-04-04	
	tzj	Tz'utujil, Western	2008 Wycliffe Bible Translators, Inc.	TZTWBT	NULL	Guatemala	NULL	2022-03-02	2018-04-04	
	mal	Malayalam	Indian Revised Version	MALDPI	33000000	India	NULL	2022-06-21	2022-05-10	
	hay	Ruhaya	2001 Bible Society of Tanzania	HAYBST	1300000	Tanzania	NULL	2022-03-02	2018-04-04	
	tzj	Tzutujil Eastern	1992 Wycliffe Bible Translators Inc.	TZJWYI	83800	Guatemala	NULL,NULL	2018-04-04	
	tel	Telugu	Indian Revised Version	TELDPI	73800000	India	NULL	2022-03-30	2022-05-03	
	bjr	Binumarien	2017 Wycliffe Bible Translators	BJRWBT	360	Papua New Guinea	NULL	2021-12-07	2022-04-05	
	gub	Guajajára	Wycliffe Bible Translators, Inc. 2007	GUBWBT	13100	Brazil	NULL	2022-03-02	2018-09-17	
	mpt	Mian	1986 Wycliffe Bible Translators, Inc.	MPTWBT	1400	Papua New Guinea	NULL,NULL	2018-04-04	
	avt	Au	1992 Wycliffe Bible Translators, Inc.	AVTWBT	8000	Papua New Guinea	NULL,NULL	2018-03-22	
	miq	Mískito	1998 Bible Society of Nicaragua	MIQSBN	154400	Nicaragua	NULL	2022-03-01	2018-04-04	
	amh	Amharic	Orthodox-Septuagint Deuterocanonical Version	AMHSDV	21600000	Ethiopia	NULL,NULL	2018-04-04	
	nka	Nkoya	2010 Bible Society of Zambia	NKABSZ	146000	Zambia	NULL,NULL	2020-07-13	
	tpa	Taupota	2010 Wycliffe Bible Translators, Inc.	TPAMRK	1280	Papua New Guinea	NULL,NULL	2018-05-16	
	eng	English	Contemporary English Version - Native American	ENGCNV	58200000	United States	NULL	2022-03-02	NULL
	pah	Tenharim	Bible League International	PAHTBL	580	Brazil	NULL,NULL	2018-03-22	
	tew	Tewa, Northern	1985 Wycliffe Bible Translators, Inc	TEWBDV	1500	United States	NULL	2022-02-09	2018-11-14	
	zga	Kinga	Wycliffe Bible Translators, Inc.	ZGAWBT	140000	Tanzania	NULL	2022-03-03	2022-04-06	
	mya	Burmese	Myanmar Standard Bible	MYAGBI	32000000	Myanmar (Burma)	NULL	2022-03-01	2020-03-06	
	qul	Quechua, North Bolivian	2006 Bible Society of Bolivia	QULSBB	116000	Bolivia	NULL	2022-03-02	2018-04-13	
	lgl	Wala	2007 Wycliffe Bible Translators, Inc.	LGLWBT	6980	Solomon Islands	NULL	2021-07-28	2018-12-04	
	kpr	Korafe	2003 Bible League	KPRTBL	3630	Papua New Guinea	NULL,NULL	2018-04-13	
	pob	Poqomchi', Western	2012 Wycliffe	POBWBT	NULL	Guatemala	NULL	2022-03-02	2019-11-21	
	eng	English	American Standard Bible	ENGASV	58200000	United States	NULL,NULL	2018-04-13	
	kjb	Kanjobal, Eastern	1989 Bible Society of Guatemala	KJBSBG	77700	Guatemala	NULL	2022-03-01	2018-04-04	
	nas	Naasioi	1994 Bible Society of Papua New Guinea	NASPNG	20000	Papua New Guinea	NULL	2022-03-01	2018-05-16	
