	iso	lang_name	bible_name	bible_id	population	country	video_date	audio_date	text_date	
	suz	Sunuwar	2011, Wycliffe Bible Translators, Inc	SUZWBT	26611	Nepal	2020-08-03	2022-03-02	2018-03-22	
	pil	Yom	2017 SIM	PILSIM	300000	Benin	2020-08-03	2022-03-02	2022-04-05	
	bdu	Oroko	Oroko Language Development Association	BDUODA	106000	Cameroon	2020-07-31	2021-05-25	2022-04-06	
	bng	Bengali - India	Old Version	BNGOVV	3900	India	2020-07-30	NULL,NULL
	bhz	Bada	2017 Lembaga Alkitab Indonesia	BHZLAI	6800	Indonesia	2020-07-30	2021-04-23	2022-04-04	
	bha	Bharia	Wycliffe India	BHAWIN	197000	India	2020-07-30	2021-04-23	2020-07-13	
	ktb	Kambaata	Bible Society of Ethiopia	KTBBSE	615000	Ethiopia	2020-07-30	2022-03-01	2018-03-22	
	snp	Siane (Komongu)	1991 Wycliffe Bible Translators, Inc.	SNPWBT	29000	Papua New Guinea	2020-07-30	2022-03-02	2021-03-26	
	thl	Tharu, Dangaura	2018 Wycliffe Bible Translators, Inc.	THLWYI	500000	Nepal	2020-07-27	2022-03-02	2018-07-30	
	kha	Khasi	Bible Society of India	KHABSI	843000	India	2020-07-27	NULL,NULL
	hae	Oromo, Eastern	2005 Bible Society of Ethiopia	HAEBSE	4530000	Ethiopia	2020-07-24	2022-03-02	2018-03-22	
	ayp	Mardini	2012 Aramaic Bible Translation, N.F.P.	AYPABT	5400000	Iraq	2020-07-22	2021-04-23	2018-04-04	
	trp	Kok Borok	Old Version	TRPBSI	778000	India	2020-07-22	NULL,NULL
	pbc	Patamona	2011 Bible Society of Suriname	PBCBSS	4700	Guyana	2020-07-22	2021-06-24	2018-04-04	
	brx	Boro	Common Language Version	BRXBSI	1330000	India	2020-07-16	NULL,NULL
	uzn	Uzbek, Northern	Muqaddas Kitob, 2019	UZNMKV	16500000	Uzbekistan	2020-07-16	2022-02-10	2020-12-31	
	mdm	Mayogo	2015 Edition	MDMWYI	100000	Democratic Republic of the Congo	2020-07-15	2022-03-01	NULL
	nsm	Naga, Sumi	Common Language Version	NSMCLV	104000	India	2020-07-08	NULL,NULL
	mwv	Mentawai	Today's Mentawai Version, 1993	MWVLAI	58000	Indonesia	2020-07-07	2022-03-01	2018-04-04	
	gqr	Gor	2014 Wycliffe Bible Translators, Inc.	GQRWBT	87000	Chad	2020-07-07	2022-03-02	2022-04-05	
	nld	Dutch	Herziene Statenvertaling (HSV)	NLDHSV	16400000	Netherlands	2020-07-07	2022-02-09	2019-12-03	
	cac	Chuj, San Mateo Ixtatan	1993 Sociedad Bíblica de Guatemala	CACRGB	NULL	Guatemala	2020-07-07	2021-05-24	2018-04-04	
	gvs	Gumawana	2019 Stonegate Bible Fellowship	GVSWYI	470	Papua New Guinea	2020-07-07	2021-11-02	NULL
	kqy	Koorete	Bible Society of Ethiopia	KQYBSE	157000	Ethiopia	2020-07-07	2022-03-01	2018-03-22	
	zyp	Zyphe	2017 Wycliffe Bible Translators, Inc	ZYPWBT	17000	Myanmar (Burma)	2020-07-02	2022-03-03	2018-03-22	
	tfr	Teribe	2008 Wycliffe Bible Translators Inc.	TFRWBT	3300	Panama	2020-07-02	2021-06-24	2018-04-13	
	fon	Fon (Fongbe)	AKƆJIJƐYƆ̌YƆ́ Ɔ́ WÉMA	FONBSB	1400000	Benin	2020-07-02	2022-02-08	2022-04-05	
	kyu	Kayah, Western	2009 UBS	KYUBSM	150000	Myanmar (Burma)	2020-06-18	2022-03-01	2020-09-01	
	lzz	Laz	Bible Society in Turkey	LZZWYI	20000	Turkey	2020-06-18	2022-03-01	2022-04-06	
	zao	Zapoteco de Ozolotepec	2007, Wycliffe Bible Translators, Inc.	ZAOTBL	6500	Mexico	2020-06-18	2022-02-10	2018-04-13	
	btx	Batak, Karo	Today's Karo Version, 1987	BTXLAI	600000	Indonesia	2020-06-17	2022-03-02	2018-04-04	
	ycn	Yucuna	Wycliffe Bible Translators, Inc.	YCNWBT	1800	Colombia	2020-06-17	2021-07-02	2018-04-13	
	mrw	Maranao	Public Domain	MRWNVS	776000	Philippines	2020-06-16	2022-03-01	2022-04-07	
	cek	Lemi	2017 Bible Society of Myanmar and Wycliffe Bible Translators, Inc.	CEKLKC	12000	Myanmar (Burma)	2020-06-16	2021-05-24	2022-04-06	
	arb	Arabic Standard	Sharif Version	ARBASV	NULL	Iran	2020-06-16	2021-04-22	2018-04-13	
	bbc	Batak, Toba	Alkitab Batak Toba Formal (revised ed.)	BBCLAI	2000000	Indonesia	2020-06-16	2022-01-26	2021-11-10	
	bts	Batak, Simalungun	Formal Batak Simalungun Version, 2007	BTSLAI	1200000	Indonesia	2020-06-16	2021-05-30	2018-04-04	
	nyo	Runyoro-Rutoro	2008 Bible Society of Uganda	NYOBSU	667000	Uganda	2020-06-16	2022-03-01	2022-05-20	
	btd	Pakpak Dairi	Today's Pakpak Dairi Version, 1998	BTDLAI	1200000	Indonesia	2020-06-16	2021-05-30	2018-04-04	
	zpz	Zapoteco de Texmelucan	2004 Bible League International	ZPZTBL	4100	Mexico	2020-06-10	2021-07-12	2018-04-13	
	idd	Idaasha	Wycliffe Benin	IDDWYB	100000	Benin	2020-06-10	2021-11-03	2020-07-28	
	tso	Tsonga	 Sociedade Bíblica de Moçambique, 2014	TSOMZB	1940000	Mozambique	2020-06-10	2022-03-02	2018-04-13	
	knb	Kalinga, Lubuagan	2013 Translators Association of the Philippines, Inc. and Wycliffe Bible Translators, Inc.	KNBTAP	30000	Philippines	2020-03-18	2022-03-01	2022-04-06	
	cle	Chinanteco de San Juan Lealao	2008 Bible League International	CLETBL	2000	Mexico	2020-03-16	2021-05-24	2018-04-13	
	sda	Toraja	Formal Toraja Version, 2009	SDALAI	750000	Indonesia	2020-03-16	2022-03-02	2018-04-04	
	bod	Tibetan, Central	New Tibetan Version (Modern Literary)	BODNVS	1070000	China	2020-03-16	2021-10-29	2020-07-17	
	kcl	Kala	Wycliffe Bible Translators, Inc.	KCLWYI	2200	Papua New Guinea	2020-03-16	2022-02-08	NULL
	bto	Bikol, Rinconada	2016 Translators Association of the Philippines, Inc. and Philippine Bible Society	BTOTAP	234000	Philippines	2020-03-16	2021-05-30	NULL
	kyb	Kalinga, Butbut	2016 Translators Association of the Philippines, Inc.	KYBTAP	15000	Philippines	2020-03-16	2022-03-01	2022-04-06	
	tuk	Turkmen, Southern	2016 Turkmen Truth	TUKTTV	NULL	Iran	2020-03-10	2021-11-01	2020-03-06	
	kmd	Kalinga, Majukayong	2014 Translators Association of the Philippines, Inc. and Philippine Bible Society	KMDTAP	1500	Philippines	2020-03-10	2022-03-01	2022-04-06	
	gor	Gorontalo	Today's Gorontalo Version, 2010	GORLAI	1000000	Indonesia	2020-03-10	2022-03-02	2018-04-04	
	grg	Madi	Wycliffe Bible Translators, Inc	GRGWYI	380	Papua New Guinea	2020-03-04	NULL,NULL
	snx	Sam	Wycliffe Bible Translators, Inc.	SNXWYI	780	Papua New Guinea	2020-03-04	2022-02-09	NULL
	bgq	Bagri	2014 Edition (Partial NT)	BGQWBT	647000	India	2020-02-27	2021-04-23	2022-04-04	
	lus	Mizo	Bible Society of India	LUSBSI	675000	India	2020-02-27	NULL,NULL
	ktu	Kituba (Democratic Republic of Congo)	1990 Bible Society	KTUDRC	4200000	Democratic Republic of the Congo	2020-02-27	2022-03-01	NULL
	vie	Vietnamese	Word of God for Everyone (Catholic)	VIELHG	65800000	Vietnam	2020-02-27	2022-05-26	2022-05-26	
	bqi	Bakhtiari	WBT Version	BQIBMV	1000000	Iran	2020-02-20	2021-05-30	2022-04-04	
	avn	Sideme	Wycliffe Bible Translators, Inc	AVNWBT	24000	Ghana	2020-02-20	2021-04-23	2018-04-04	
	azj	Azerbaijani, North	Kitab Shirketi/Müqəddəs Kitab	AZEBSAC	6100000	Azerbaijan	2020-02-20	2022-03-02	2019-03-28	
	nuj	Lunyole	2016 The Bible Society of Uganda with the co-operation of Wycliffe Bible Translators, Inc.	NUJWBT	341000	Uganda	2020-02-20	2022-03-01	2018-03-22	
	cmo	Mnong, Central	2016 Wycliffe Bible Translators, Inc	CMOBSCK	32500	Cambodia	2020-02-19	2021-05-19	2018-12-06	
	acf	Saint Lucian Creole	1999 Wycliffe Bible Translators, Inc.	ACFWBT	158000	Saint Lucia	2020-02-17	2021-05-27	2018-03-22	
	mog	Mongondow	Today's Mongondow Version, 2006	MOGLAI	230000	Indonesia	2020-02-17	2022-03-01	2022-04-07	
	ake	Akawaio	2010 Bible Society of Suriname	AKEBSS	4500	Guyana	2020-02-17	2021-04-22	2018-04-13	
	pez	Penan, Eastern	2011 Pengepemung irah éh suai Surat Tuhan tong Malaysia	PEZBSM	10000	Malaysia	2020-02-12	2022-03-02	2022-04-07	
	pwg	Gapapaiwa	2009 Wycliffe Bible Translators, Inc.	PWGWBT	3000	Papua New Guinea	2020-02-12	2022-03-02	2018-04-13	
	sas	Sasak	Today's Sasak Version, 2007	SASLAI	2100000	Indonesia	2020-02-07	2022-03-02	2018-04-04	
	mak	Makassar	Today's Makassar Version, 1999	MAKLAI	2130000	Indonesia	2020-02-07	2022-03-01	2022-04-06	
	led	Bbaledha	2015 Bible Society of Democratic Republic of Congo	LEDDRC	750000	Democratic Republic of the Congo	2020-02-07	2022-03-01	NULL
	bxg	Bangala	1995 Bible Society	BXGDRC	1	Democratic Republic of the Congo	2020-02-07	2021-05-30	NULL
	pww	Karen Pwo, Northern	Thailand Bible Society	PWWTBS	60000	Thailand	2020-01-31	2021-06-24	2018-03-22	
	uig	Uyghur (Central Asia)	Hazirqi Zaman Uyghurche Terjimisi/ Modern Uyghur	UIGUMK	NULL	Kazakhstan	2020-01-31	2022-02-10	2019-04-25	
	flr	Fuliiru	2019 Wycliffe Bible Translators, Inc.	FLRWYI	400000	Democratic Republic of the Congo	2020-01-29	2022-02-08	2021-06-15	
	vif	Vili	Bible Society of Congo	VIFBSC	7310	Republic of the Congo	2020-01-24	2022-03-03	2021-08-05	
	mpp	Migabac	2019 Wycliffe Bible Translators, Inc.	MPPWBT	2600	Papua New Guinea	2020-01-24	2022-02-09	2022-06-14	
	nhw	Nahuatl Huasteca, Western	2005 Wycliffe Bible Translators, Inc.	NHWTBL	400000	Mexico	2020-01-21	2022-03-01	2018-04-13	
	sig	Paasaal	2001 Wycliffe Bible Translators Inc.	SIGWBT	36000	Ghana	2020-01-21	2022-03-02	2018-04-04	
	ore	Maijuna	2010 Wycliffe Bible Translators, Inc.	OREWBT	220	Peru	2020-01-21	2022-03-01	NULL
	xuo	Kuo	2013 Wycliffe Bible Translators Inc.	XUOWBT	12300	Chad	2020-01-21	2021-07-02	2022-04-06	
	aeu	Akeu	Wycliffe Bible Translators, Inc.	AEUWBT	10000	Myanmar (Burma)	2020-01-20	2021-04-22	2022-04-04	
	jun	Juang	2016 WIN Publication Trust	JUNWIN	23700	India	2020-01-20	2022-03-01	2022-06-16	
	hak	Hakka	Today's Taiwanese Hakka Bible	HAKTHV	25700000	Taiwan	2020-01-20	2022-04-13	2018-04-04	
	kor	Korean	New Korean Revised Version	KORLPF	42000000	South Korea	2020-01-13	NULL,NULL
	urk	Urak Lawoi	1998 Thailand Bible Society	URKTBS	2000	Thailand	2020-01-13	2022-03-02	2018-04-04	
	ukr	Ukrainian	Переклад Р. Турконяка (UTT)	UKRLPF	32000000	Ukraine	2020-01-13	NULL	2021-09-16	
	car	Kariña	2003 Bible Society of Suriname	CARBSS	4450	Venezuela	2020-01-13	2021-05-24	2018-04-13	
	yam	Yamba	1992 Wycliffe Bible Translators Inc.	YAMWBT	80000	Cameroon	2020-01-10	2022-03-03	2018-04-04	
	rkt	Rangpuri	Indian Evangelical Mission	RJSIEM	10000000	Bangladesh	2020-01-10	2022-03-02	2022-04-06	
	mib	Mixteco, Atatláhuca	1973, Wycliffe Bible Translators, Inc.	MIBTBL	8300	Mexico	2020-01-10	2022-03-01	2018-04-04	
	dug	Duruma	1999 Wycliffe Bible Translators Inc.	DUGBTL	397000	Kenya	2020-01-10	2022-03-02	2018-04-04	
	rel	Rendille	Bible Translation & Literacy (EA), 2018	RELBTL	60000	Kenya	2020-01-06	2022-03-02	2022-04-06	
	ndc	Ndau	1999 Bible Society of Zimbabwe	NDCBSZ	1580000	Zimbabwe	2020-01-02	2022-03-01	NULL
	ngb	Ngbandi, Northern	1987 Bible Society	NGBDRC	250000	Democratic Republic of the Congo	2020-01-02	2022-03-01	NULL
	mkw	Kituba (Congo)	2005 Bible Society	MKWTBN	1160000	Republic of the Congo	2019-12-27	2022-03-01	NULL
	lol	Lomongo	1987 Bible Society	LOLDRC	400000	Democratic Republic of the Congo	2019-12-27	2022-03-01	NULL
	tll	Otetela	1993 Bible Society	TLLOTE	750000	Democratic Republic of the Congo	2019-12-27	2022-03-02	NULL
	mbj	Nadëb	2011 Wycliffe Bible Translators, Inc	MBJWBT	400	Brazil	2019-12-20	2022-03-01	2022-04-07	
	lub	Kiluba	2003 Bible Society	LUBDRC	1510000	Democratic Republic of the Congo	2019-12-20	2022-03-01	NULL
	onb	Lingao	2019 LTC	ONBLTC	600000	China	2019-12-20	2022-03-01	2022-04-06	
	agr	Awajun	Bible League International	AGRTBL	38300	Peru	2019-12-20	2021-05-23	2018-04-13	
	rmo	Romani, Sinti	Romanes Arbeit Marburg	RMORAM	31000	Germany	2019-12-17	2022-03-02	2018-04-04	
	ldi	Lari	2007 Bible Society	LDIL07	90600	Republic of the Congo	2019-12-17	2022-03-01	NULL
	ktj	Krumen, Plapo	2003 Wycliffe Bible Translators	KTJWBT	100	Ivory Coast	2019-12-17	2021-07-01	2018-04-04	
	beq	Beembe	Alliance Biblique du Congo, 2013	BMBABC	40000	Republic of the Congo	2019-12-17	2021-04-23	NULL
	isl	Icelandic	Biblián Heilög Ritning	ISLICE	230000	Iceland	2019-12-12	2021-05-25	2018-07-31	
	kia	Garab (Kim)	2017 Wycliffe Bible Translators, Inc	KIAWBT	NULL	Chad	2019-12-12	2022-03-01	2022-04-05	
	sxb	Suba	Bible Translation & Literacy (EA), 2010	SXBWBT	139000	Kenya	2019-12-12	2022-03-02	2022-04-06	
	tpm	Tampulma	1999 Wycliffe	TPMWBT	16000	Ghana	2019-12-06	2022-03-02	2018-04-04	
	kml	Kalinga, Mangali	Wycliffe Bible Translators, Inc.	KMLWBT	11200	Philippines	2019-12-06	2022-03-01	2022-05-20	
	tuo	Tukano	2004 Bible League International	TUOTBL	4600	Brazil	2019-12-06	2022-03-02	2018-04-13	
	zim	Zimé	1995 Edition	ZIMBSC	20100	Chad	2019-12-03	2022-03-03	2018-11-14	
	kri	Krio	1992 Good News for All Men	KRIBSL	473000	Sierra Leone	2019-12-02	2022-03-01	2018-03-22	
	myb	Mbay	2004 Bible Society of Chad	MYBBSC	80000	Chad	2019-12-02	2022-03-01	2018-04-04	
	sgw	Gurage Chaha 	1982 Bible Society of Ethiopia	SGWBSE	440000	Ethiopia	2019-12-02	2022-03-02	2018-03-22	
	tiv	Tiv	1964 Bible Society of Nigeria	TIVB64	2210000	Nigeria	2019-12-02	2022-03-02	NULL
	tng	Gabri-Tobanga	Société Biblique du Tchad, 1978	TNGUBS	30000	Chad	2019-12-02	2022-03-02	2018-09-28	
	nan	Taiwanese (Min Nan)	Today's Taiwanese Version	NANTTV	25700000	China	2019-12-02	2022-03-01	2018-04-04	
	gbm	Garhwali	2018 Edition	GBMWIN	2920000	India	2019-11-21	2022-03-02	NULL
	hau	Hausa	Common Language Version (FCBH Audio)	HAUCLV	18500000	Nigeria	2019-11-20	2022-03-02	2018-04-04	
	dav	Taita	Bible Society of Kenya, 1997	DAVBSK	254000	Kenya	2019-11-19	2021-05-30	NULL
	lew	Kaili Ledo	1999 Lembaga Alkitab Indonesia	LEWLAI	350000	Indonesia	2019-11-15	2022-03-01	2018-04-04	
	bzw	Rubassa	2008 Bible Society of Nigeria	BZWFUL	100000	Nigeria	2019-11-15	2021-05-30	NULL
	nlg	Gela	2015 Wycliffe Bible Translators, Inc	NLGNEW	11900	Solomon Islands	2019-11-15	2022-03-01	2022-04-05	
	frd	Fordata	Fordata: Surat Ralan na'a Vaidida NT	FRDWBT	50000	Indonesia	2019-11-15	2018-12-12	2022-04-05	
	tih	Timugon Murut	2013 Bible Society of Malaysia	TIHBSM	1200	Malaysia	2019-11-15	2022-03-02	2018-04-04	
	arb	Arabic Standard	Sharif (Iraqi) Version	ACMAS3	NULL	Iran	2019-11-15	2021-04-15	2022-04-04	
	miz	Mixteco, Coatzospan	2003, Wycliffe Bible Translators, Inc.	MIZTBL	2090	Mexico	2019-11-15	2022-02-09	2018-04-13	
	gvl	Gulei	2004 Bible Society of Chad	GVLABT	163000	Chad	2019-11-15	2022-03-02	2018-04-04	
	mrt	Margi	1985 Bible Society of Nigeria	MRTBSN	158000	Nigeria	2019-11-15	2022-03-01	NULL
	yao	Chiyao	PBT Version	YAOPBT	2200000	Malawi	2019-11-15	2021-10-29	2022-04-05	
	bdg	Bonggi	Wycliffe Bible Translators, Inc	BDGWBT	0	Malaysia	2019-11-15	2021-04-23	2019-01-11	
	yba	Yala	Bible Society of Nigeria, 1979	YBABSN	200000	Nigeria	2019-11-15	2022-03-03	2022-04-05	
	mup	Malvi	2012 Malvoday and New Life Literature (वर्जन नाम – मालवोदय)	MUPNLL	5560000	India	2019-11-15	2022-03-01	2018-11-14	
	kij	Kiriwina	2011 Bible Society of Papua New Guinea	KIJPNG	20000	Papua New Guinea	2019-11-15	2021-07-01	2022-04-06	
	zpt	Zapoteco de San Vicente Coatlán	2015 Wycliffe Bible Translators, Inc.	ZPTWBT	3380	Mexico	2019-11-15	2022-02-10	2018-04-04	
	mya	Burmese	သမ္မာကျမ်း (Judson Bible)	MYABJB	32000000	Myanmar (Burma)	2019-11-05	2022-03-01	2018-03-22	
	mfy	Mayo	2014 Wycliffe Bible Translators, Inc.	MFYWBT	32900	Mexico	2019-11-01	2022-03-01	2018-04-04	
	dsh	Daasanach	2014 Edition	DSHBTL	48000	Kenya	2019-11-01	2022-03-02	2018-04-04	
	rng	Ronga	Bible Society of Mozambique	RNGGEN	721000	Mozambique	2019-11-01	2022-03-02	2021-12-09	
	pap	Papiamentu	Beibel Koriente Papiamentu	PAPPAP	115000	Netherlands	2019-11-01	2021-11-03	2020-03-02	
	udi	Udi	2018 Translation Services International	UDIWYI	3800	Azerbaijan	2019-10-31	2021-08-31	2020-01-10	
	tsc	Xitshwa	1972 Bible Society of Mozambique	TSCBSM	1160000	Mozambique	2019-10-31	2022-03-02	NULL
	yal	Yalunka	2008 Pioneer Bible Translators	YALPBT	55500	Guinea	2019-10-31	2022-03-03	2018-04-13	
	apd	Arabic Al Sharif (Sudanese Accent)	Sharif (Sudanese) Version	APDASV	15000000	Sudan	2019-10-31	2021-04-22	2018-04-13	
	nhi	Nahuatl, Tenango	2011 Wycliffe	NHIWBT	17100	Mexico	2019-10-31	2022-03-01	2018-04-13	
	cce	Txitxopi (Chopi)	1999 Bible Society of Mozambique	CCEFUL	760000	Mozambique	2019-10-21	2021-05-24	2018-03-22	
	cko	Anufo	2006 GILLBT	CKOGIL	66000	Ghana	2019-10-21	2021-05-24	2022-04-04	
	seh	Chisena	Cibverano Cipsa	SEHBSM	1340000	Mozambique	2019-10-18	2022-03-02	2018-03-22	
	gaz	Oromo, West Central	Bible Society of Ethiopia	GAZGAZ	8920000	Ethiopia	2019-10-18	2022-03-31	2021-06-18	
	ngl	Lomwe	Sociedade Bíblica de Mocambique, 2017	NGLRLV	1500000	Mozambique	2019-10-18	2022-03-01	2018-07-23	
	toh	Gitonga	1996 Bible Society of Mozambique	TOI996	375000	Mozambique	2019-10-18	2022-03-02	2018-04-13	
	dah	Gwahatike	2000 The Bible Society of Papua New Guinea	DAHPNG	1570	Papua New Guinea	2019-10-15	2021-05-30	2018-04-13	
	tir	Tigrinya	1991 Bible Society of Ethiopia	TIRTBI	4320000	Eritrea	2019-10-15	2022-03-02	2018-03-22	
	khk	Mongolian	Ariun Bible 2013	KHKMUV	NULL	Mongolia	2019-10-11	2022-02-08	NULL
	rnl	Ranglong	2002 Bibles International	RNLBIV	8000	India	2019-10-11	2022-03-02	2018-04-04	
	nhy	Nahuatl, Norte de Oaxaca	2006 Bible League International	NHYTBL	9000	Mexico	2019-10-11	2022-03-02	2018-04-13	
	pps	Ngigua, San Luis Temalacayuca	2016 Wycliffe Bible Translators, Inc.	PPSTBL	4730	Mexico	2019-10-11	2022-03-02	2022-04-07	
	pes	Farsi, Western	New Millenium Version 2014	PESNMV	45000000	Iran	2019-10-11	NULL	2018-03-22	
	ifk	Ifugao, Tuwali	2004 Wycliffe Bible Translators, Inc.	IFKTBL	30000	Philippines	2019-10-04	2021-05-25	2018-04-04	
	tnk	Nafe	2013 Wycliffe Bible Translators, Inc.	TNKWBT	3500	Vanuatu	2019-10-04	2022-02-10	2018-04-13	
	kmr	Kurdish Behdini	2019 Kurdish Literature Association	KMRKLA	NULL	Iraq	2019-10-04	2021-11-02	2022-04-06	
	kqn	Kaonde	1975 Bible Society of Zambia	KQNFUL	207000	Zambia	2019-10-04	2022-03-01	2022-03-01	
	rap	Rapa Nui	Wycliffe Bible Translators, Inc	RAPWBT	2400	Chile	2019-10-04	2022-03-02	2022-04-06	
	cmr	Mro	Bible Society of Myanmar	CMRWBT	75000	Myanmar (Burma)	2019-10-03	2021-05-24	2022-04-05	
	xal	Kalmyk-Oirat	2002 Institute for Bible Translation, Moscow	XALIBT	80500	Russia	2019-10-03	2022-03-03	2022-04-06	
	quz	Quechua, Cuzco	2004 Bible Society of Peru	QUZPBS	1500000	Peru	2019-09-30	2022-03-02	2018-04-04	
	bfo	Birifor, Northern	1993 Bible Society of Burkina Faso	BFOBSB	108000	Burkina Faso	2019-09-30	2021-04-23	2018-03-22	
	kpv	Komi-Zyrian	Institute for Bible Translation	KPVIBT	156000	Russia	2019-09-30	2022-03-01	2018-04-04	
	apf	Agta, Pahanan	2016 Christian Missions for the Unreached	APFCMU	1700	Philippines	2019-09-25	2021-07-20	NULL
	dyu	Jula	Bible Society of Burkina Faso	DYUBSB	1000000	Ivory Coast	2019-09-25	2022-03-02	2018-03-22	
	ron	Romanian	Noua Traducere Românească (NTR)	RONLPF	19700000	Romania	2019-09-23	NULL,NULL
	quy	Quechua, Ayacucho	Edición Revisada	QUYBSR	900000	Peru	2019-09-23	2022-03-02	NULL
	kor	Korean, North	Chosun Bible	KORVOM	NULL	North Korea	2019-09-23	2022-03-01	2018-09-17	
	sml	Sinama	2008, Wycliffe Bible Translators, Inc.	SMLTBL	90000	Philippines	2019-09-23	2022-03-02	2018-03-22	
	qwh	Quechua Huaylas	2007 Bible League International	QWHLLB	336000	Peru	2019-09-18	2022-03-02	2018-04-13	
	gof	Goffa	2009 Bible League Intl.	GOFE09	363000	Ethiopia	2019-09-18	2022-03-02	2019-04-30	
	tbz	Ditammari	2001 Bible Society of Benin	TBZBSB	120000	Benin	2019-09-16	2022-03-02	2018-04-13	
	bru	Bru Eastern	2009 Wycliffe Bible Translators, Inc.	BRUNXB	26700	Laos	2019-09-16	2021-05-18	2022-04-05	
	skn	Kolibugan Subanon	2016 Edition	SKNNVS	20000	Philippines	2019-09-16	NULL,NULL
	did	Didinga	Wycliffe Bible Translators, Inc	DIDWBT	60000	South Sudan	2019-09-16	2022-03-02	2019-02-08	
	mmg	Ambrym, North	Wycliffe Bible Translators, Inc.	MMGWYI	5250	Vanuatu	2019-09-16	2022-02-09	2022-04-04	
	csk	Jola Kasa	2008 Bible League Intl.	CSKATB	45100	Senegal	2019-09-16	2021-05-25	2022-04-06	
	lwo	Luwo	2003 Wycliffe Bible Translators Inc.	LWOWBT	80000	South Sudan	2019-09-12	2022-03-01	2018-04-04	
	tlj	Lubwisi	2015 Wycliffe Bible Translators, Inc.	TLJWBT	68500	Uganda	2019-09-12	2022-03-02	2018-03-22	
	ifa	Central Ifugao	Wycliffe Bible Translators, Inc	IFAWBT	27100	Philippines	2019-09-12	2021-06-29	2018-03-22	
	gwr	Lugwere	2017 Wycliffe Bible Translators, Inc	GWRWBT	409000	Uganda	2019-09-12	2022-03-02	2018-04-04	
	eng	English	English Standard Version® - Hear the Word Audio Bible	EN1ESV	58200000	United States	2019-09-10	2021-09-23	2019-09-11	
	dop	Lokpa	2001 Bible Society of Benin	DOPBSB	50000	Benin	2019-09-09	2022-03-02	2018-04-13	
	mnb	Muna	2004 Yayasan Sumber Sejahtera	MNBTBL	300000	Indonesia	2019-09-06	2022-03-01	2018-04-04	
	cpa	Chinanteco de Palantla	1973, Wycliffe Bible Translators, Inc.	CPATBL	25000	Mexico	2019-09-06	2021-05-24	2018-04-13	
	bba	Bariba	1996 Bible Society of Benin	BBABSB	460000	Benin	2019-09-06	2021-05-28	2018-04-13	
	rej	Rejang Lebong	2011 Lembaga Alkitab Indonesia	REJNEW	350000	Indonesia	2019-09-06	2022-03-02	2022-04-06	
	zaa	Zapoteco, Sierra Juarez	1970, Wycliffe Bible Translators, Inc.	ZAATBL	4000	Mexico	2019-08-30	2021-07-02	2018-04-13	
	txa	Tombonuo	2002 The Bible League	TXATBL	3000	Malaysia	2019-08-28	2021-10-27	2018-04-04	
	krl	North Karelian	Institute for Bible Translation	KRLNEW	25600	Russia	2019-08-28	2022-02-09	2018-04-04	
	bpr	Koronadal Blaan	1995 Wycliffe Bible Translators, Inc.	BPRWYI	150000	Philippines	2019-08-28	2021-05-04	2018-04-13	
	hye	Armenian	New Etchmiadzin Bible	HYEBSA	3140000	Armenia	2019-08-28	2022-03-02	NULL
	gag	Gagauz	Institute for Bible Translation, Moscow	GAGIBT	138000	Russia	2019-08-28	2022-03-02	2018-04-04	
	tpp	Tepehua, Pisaflores	Wycliffe Bible Translators, Inc.	TPPTBL	4000	Mexico	2019-08-28	2022-03-02	2018-04-04	
	zpu	Zapoteco de Yalálag	2000, Wycliffe Bible Translators, Inc.	ZPUTBL	3500	Mexico	2019-08-22	2022-03-03	2018-04-13	
	tly	Talysh	Kitab Şirkəti 2018	TLYKSV	800000	Azerbaijan	2019-08-20	2022-03-02	2021-06-11	
	fuv	Fulfulde, Nigerian (Caka)	Bible League Intl.	FUVATBL	11500000	Nigeria	2019-08-19	2021-11-02	2018-04-04	
	myk	Miniyanka	2006 Wycliffe Bible Translators Inc.	MYKWBT	738000	Mali	2019-08-19	2022-03-01	2022-04-07	
	ote	Nahnu Otomi Mezquital	1990 Bible League International	OTETBL	100000	Mexico	2019-08-19	2022-03-01	2018-04-13	
	mfh	Matal	1989 Wycliffe	MFHWYI	18000	Cameroon	2019-08-19	2022-03-01	2018-04-04	
	fuv	Fulfulde, Nigerian (Caka)	Bible League Intl.	FUVLTBL	11500000	Nigeria	2019-08-19	2018-12-12	2018-04-04	
	lvs	Latvian	New Latvian Interconfessional Bible	LAVNLI	1190000	Latvia	2019-08-19	2022-03-01	NULL
	amh	Amharic	New Amharic Standard Version (NASV)	AMHNIV	21600000	Ethiopia	2019-08-16	2021-11-03	2022-04-12	
	iqw	Ikwo	2014 OneBook in cooperation with Abakaliki Literacy and Translation Trust	IQWOBT	260000	Nigeria	2019-08-09	2021-10-29	2022-05-20	
	pag	Pangasinan	Pangasinan Popular Version	PAGPBS	1160000	Philippines	2019-08-09	2022-03-02	2018-04-04	
	urd	Urdu	Revised	URDLPF	10000000	India	2019-08-09	NULL,NULL
	tex	Tennet	Wycliffe Bible Translators, Inc.	TEXWYI	10000	South Sudan	2019-08-08	2022-03-02	2020-03-06	
	muv	Muthuvan	New Life Computer Institute	MUVNLC	16800	India	2019-08-08	2022-03-01	2022-04-08	
	loz	Lozi	1951 Bible Society of Zambia	LOZBSZ	610000	Zambia	2019-08-08	2022-03-01	NULL
